State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
Alabama,All Sexes,All Ages,8695,69767,6186,2918,145,12093
Alabama,Male,All Ages,4647,36326,3369,1593,87,6502
Alabama,Male,Under 1 year,,237,,0,,
Alabama,Male,0-17 years,,438,,0,,
Alabama,Male,1-4 years,0,48,0,0,0,0
Alabama,Male,5-14 years,0,71,,0,0,
Alabama,Male,15-24 years,,560,,0,,11
Alabama,Male,18-29 years,19,922,14,,,31
Alabama,Male,25-34 years,34,992,35,13,,58
Alabama,Male,30-49 years,212,3064,177,70,,324
Alabama,Male,35-44 years,95,1449,79,32,,145
Alabama,Male,45-54 years,265,2634,188,86,,374
Alabama,Male,50-64 years,854,7738,609,268,30,1224
Alabama,Male,55-64 years,687,6171,494,212,25,993
Alabama,Male,65-74 years,1292,8872,945,460,26,1801
Alabama,Male,75-84 years,1395,9003,983,487,13,1901
Alabama,Male,85 years and over,874,6289,637,303,,1214
Alabama,Female,All Ages,4048,33441,2817,1325,58,5591
Alabama,Female,Under 1 year,,164,,,0,
Alabama,Female,0-17 years,,254,,,,
Alabama,Female,1-4 years,0,37,,0,,
Alabama,Female,5-14 years,0,35,,0,0,
Alabama,Female,15-24 years,,190,,0,0,13
Alabama,Female,18-29 years,,324,14,,0,18
Alabama,Female,25-34 years,19,434,23,10,,34
Alabama,Female,30-49 years,150,1801,110,43,,223
Alabama,Female,35-44 years,67,846,49,17,,102
Alabama,Female,45-54 years,208,1764,126,63,,278
Alabama,Female,50-64 years,628,5188,478,200,18,923
Alabama,Female,55-64 years,486,4097,395,155,12,737
Alabama,Female,65-74 years,893,6511,628,304,16,1232
Alabama,Female,75-84 years,1151,8815,837,423,10,1574
Alabama,Female,85 years and over,1219,10548,744,352,,1614
Alabama,Unknown,All Ages,0,0,0,0,0,0
Alabama,Unknown,Under 1 year,0,0,0,0,0,0
Alabama,Unknown,0-17 years,0,0,0,0,0,0
Alabama,Unknown,1-4 years,0,0,0,0,0,0
Alabama,Unknown,5-14 years,0,0,0,0,0,0
Alabama,Unknown,15-24 years,0,0,0,0,0,0
Alabama,Unknown,18-29 years,0,0,0,0,0,0
Alabama,Unknown,25-34 years,0,0,0,0,0,0
Alabama,Unknown,30-49 years,0,0,0,0,0,0
Alabama,Unknown,35-44 years,0,0,0,0,0,0
Alabama,Unknown,45-54 years,0,0,0,0,0,0
Alabama,Unknown,50-64 years,0,0,0,0,0,0
Alabama,Unknown,55-64 years,0,0,0,0,0,0
Alabama,Unknown,65-74 years,0,0,0,0,0,0
Alabama,Unknown,75-84 years,0,0,0,0,0,0
Alabama,Unknown,85 years and over,0,0,0,0,0,0
Alaska,All Sexes,All Ages,271,5214,322,147,,455
Alaska,Male,All Ages,157,3010,181,80,,263
Alaska,Male,Under 1 year,0,28,0,0,0,0
Alaska,Male,0-17 years,0,69,0,0,,
Alaska,Male,1-4 years,0,,0,0,,
Alaska,Male,5-14 years,0,23,0,0,0,0
Alaska,Male,15-24 years,0,96,,0,0,
Alaska,Male,18-29 years,0,143,,0,0,
Alaska,Male,25-34 years,0,141,,0,0,
Alaska,Male,30-49 years,10,354,20,,0,25
Alaska,Male,35-44 years,,179,12,,0,15
Alaska,Male,45-54 years,,244,,,0,14
Alaska,Male,50-64 years,21,691,30,,,43
Alaska,Male,55-64 years,17,542,27,,,36
Alaska,Male,65-74 years,44,671,41,22,0,63
Alaska,Male,75-84 years,49,663,52,27,,75
Alaska,Male,85 years and over,33,419,37,17,,55
Alaska,Female,All Ages,114,2204,141,67,,192
Alaska,Female,Under 1 year,0,13,0,0,0,0
Alaska,Female,0-17 years,0,31,,0,,
Alaska,Female,1-4 years,0,,,0,,
Alaska,Female,5-14 years,0,,0,0,0,0
Alaska,Female,15-24 years,,37,,,0,
Alaska,Female,18-29 years,,64,,,0,
Alaska,Female,25-34 years,,88,,,0,
Alaska,Female,30-49 years,,237,,,0,12
Alaska,Female,35-44 years,,104,,,0,
Alaska,Female,45-54 years,,156,,,0,10
Alaska,Female,50-64 years,19,395,27,10,0,36
Alaska,Female,55-64 years,17,319,22,,0,30
Alaska,Female,65-74 years,21,450,30,15,,38
Alaska,Female,75-84 years,29,464,30,19,,41
Alaska,Female,85 years and over,36,563,39,18,0,57
Alaska,Unknown,All Ages,0,0,0,0,0,0
Alaska,Unknown,Under 1 year,0,0,0,0,0,0
Alaska,Unknown,0-17 years,0,0,0,0,0,0
Alaska,Unknown,1-4 years,0,0,0,0,0,0
Alaska,Unknown,5-14 years,0,0,0,0,0,0
Alaska,Unknown,15-24 years,0,0,0,0,0,0
Alaska,Unknown,18-29 years,0,0,0,0,0,0
Alaska,Unknown,25-34 years,0,0,0,0,0,0
Alaska,Unknown,30-49 years,0,0,0,0,0,0
Alaska,Unknown,35-44 years,0,0,0,0,0,0
Alaska,Unknown,45-54 years,0,0,0,0,0,0
Alaska,Unknown,50-64 years,0,0,0,0,0,0
Alaska,Unknown,55-64 years,0,0,0,0,0,0
Alaska,Unknown,65-74 years,0,0,0,0,0,0
Alaska,Unknown,75-84 years,0,0,0,0,0,0
Alaska,Unknown,85 years and over,0,0,0,0,0,0
Arizona,All Sexes,All Ages,13101,86851,11777,7733,152,17293
Arizona,Male,All Ages,7737,47919,6930,4673,83,10074
Arizona,Male,Under 1 year,0,231,,0,,
Arizona,Male,0-17 years,,522,10,,,19
Arizona,Male,1-4 years,,62,,0,,
Arizona,Male,5-14 years,,82,,,,
Arizona,Male,15-24 years,24,916,22,10,,38
Arizona,Male,18-29 years,54,1527,51,31,,76
Arizona,Male,25-34 years,94,1657,77,53,,120
Arizona,Male,30-49 years,484,4207,365,267,,589
Arizona,Male,35-44 years,221,1997,163,116,,272
Arizona,Male,45-54 years,542,3184,435,325,,660
Arizona,Male,50-64 years,1533,8804,1336,935,22,1956
Arizona,Male,55-64 years,1193,6931,1059,729,15,1538
Arizona,Male,65-74 years,1860,10504,1704,1167,20,2416
Arizona,Male,75-84 years,2284,12293,2072,1402,15,2968
Arizona,Male,85 years and over,1515,10062,1392,869,12,2050
Arizona,Female,All Ages,5364,38932,4847,3060,69,7219
Arizona,Female,Under 1 year,0,192,,0,0,
Arizona,Female,0-17 years,,361,,,,10
Arizona,Female,1-4 years,0,48,,0,0,
Arizona,Female,5-14 years,,72,,,,
Arizona,Female,15-24 years,10,272,12,,0,15
Arizona,Female,18-29 years,36,498,26,17,0,45
Arizona,Female,25-34 years,60,649,49,30,,81
Arizona,Female,30-49 years,283,2075,234,161,,365
Arizona,Female,35-44 years,124,962,86,58,,155
Arizona,Female,45-54 years,268,1801,253,174,,354
Arizona,Female,50-64 years,831,5238,775,509,15,1111
Arizona,Female,55-64 years,688,4176,636,418,11,917
Arizona,Female,65-74 years,1180,7311,1132,740,19,1591
Arizona,Female,75-84 years,1491,10118,1367,875,15,1998
Arizona,Female,85 years and over,1540,13331,1305,756,10,2099
Arizona,Unknown,All Ages,0,0,0,0,0,0
Arizona,Unknown,Under 1 year,0,0,0,0,0,0
Arizona,Unknown,0-17 years,0,0,0,0,0,0
Arizona,Unknown,1-4 years,0,0,0,0,0,0
Arizona,Unknown,5-14 years,0,0,0,0,0,0
Arizona,Unknown,15-24 years,0,0,0,0,0,0
Arizona,Unknown,18-29 years,0,0,0,0,0,0
Arizona,Unknown,25-34 years,0,0,0,0,0,0
Arizona,Unknown,30-49 years,0,0,0,0,0,0
Arizona,Unknown,35-44 years,0,0,0,0,0,0
Arizona,Unknown,45-54 years,0,0,0,0,0,0
Arizona,Unknown,50-64 years,0,0,0,0,0,0
Arizona,Unknown,55-64 years,0,0,0,0,0,0
Arizona,Unknown,65-74 years,0,0,0,0,0,0
Arizona,Unknown,75-84 years,0,0,0,0,0,0
Arizona,Unknown,85 years and over,0,0,0,0,0,0
Arkansas,All Sexes,All Ages,5099,41743,4638,2368,105,7466
Arkansas,Male,All Ages,2613,21711,2482,1302,52,3843
Arkansas,Male,Under 1 year,0,144,,0,0,
Arkansas,Male,0-17 years,0,273,,0,,
Arkansas,Male,1-4 years,0,27,0,0,,
Arkansas,Male,5-14 years,0,41,0,0,0,0
Arkansas,Male,15-24 years,,323,,0,,
Arkansas,Male,18-29 years,,495,13,,,20
Arkansas,Male,25-34 years,17,543,18,,,32
Arkansas,Male,30-49 years,103,1740,105,42,,172
Arkansas,Male,35-44 years,39,821,53,15,,80
Arkansas,Male,45-54 years,134,1471,115,60,,193
Arkansas,Male,50-64 years,417,4478,430,210,18,654
Arkansas,Male,55-64 years,336,3616,355,174,15,532
Arkansas,Male,65-74 years,637,5266,611,323,13,938
Arkansas,Male,75-84 years,823,5474,748,414,,1166
Arkansas,Male,85 years and over,626,3985,572,312,,889
Arkansas,Female,All Ages,2486,20032,2156,1066,53,3623
Arkansas,Female,Under 1 year,0,105,,0,0,
Arkansas,Female,0-17 years,0,177,,0,,
Arkansas,Female,1-4 years,0,23,,0,,
Arkansas,Female,5-14 years,0,32,,0,0,
Arkansas,Female,15-24 years,,125,,,,
Arkansas,Female,18-29 years,,209,10,,,12
Arkansas,Female,25-34 years,11,244,16,,0,20
Arkansas,Female,30-49 years,81,1130,88,34,,136
Arkansas,Female,35-44 years,27,524,33,,,54
Arkansas,Female,45-54 years,76,1034,99,39,,139
Arkansas,Female,50-64 years,276,2965,315,144,12,458
Arkansas,Female,55-64 years,246,2394,260,128,,386
Arkansas,Female,65-74 years,476,3870,470,243,15,716
Arkansas,Female,75-84 years,699,5085,619,315,10,1012
Arkansas,Female,85 years and over,948,6596,648,325,13,1282
Arkansas,Unknown,All Ages,0,0,0,0,0,0
Arkansas,Unknown,Under 1 year,0,0,0,0,0,0
Arkansas,Unknown,0-17 years,0,0,0,0,0,0
Arkansas,Unknown,1-4 years,0,0,0,0,0,0
Arkansas,Unknown,5-14 years,0,0,0,0,0,0
Arkansas,Unknown,15-24 years,0,0,0,0,0,0
Arkansas,Unknown,18-29 years,0,0,0,0,0,0
Arkansas,Unknown,25-34 years,0,0,0,0,0,0
Arkansas,Unknown,30-49 years,0,0,0,0,0,0
Arkansas,Unknown,35-44 years,0,0,0,0,0,0
Arkansas,Unknown,45-54 years,0,0,0,0,0,0
Arkansas,Unknown,50-64 years,0,0,0,0,0,0
Arkansas,Unknown,55-64 years,0,0,0,0,0,0
Arkansas,Unknown,65-74 years,0,0,0,0,0,0
Arkansas,Unknown,75-84 years,0,0,0,0,0,0
Arkansas,Unknown,85 years and over,0,0,0,0,0,0
California,All Sexes,All Ages,47535,356277,46719,27491,828,67577
California,Male,All Ages,27701,191763,26908,16378,422,38646
California,Male,Under 1 year,,966,20,,0,22
California,Male,0-17 years,11,1869,39,,12,59
California,Male,1-4 years,,193,,0,,13
California,Male,5-14 years,,320,,,,17
California,Male,15-24 years,59,3081,67,30,,98
California,Male,18-29 years,155,5429,152,63,,252
California,Male,25-34 years,305,5967,261,132,16,450
California,Male,30-49 years,1923,16349,1581,1056,47,2494
California,Male,35-44 years,830,7711,685,443,23,1094
California,Male,45-54 years,2235,13548,1850,1296,45,2834
California,Male,50-64 years,6199,37488,5465,3721,118,8059
California,Male,55-64 years,4850,29349,4339,2939,88,6336
California,Male,65-74 years,6679,40427,6459,4107,88,9115
California,Male,75-84 years,6810,43647,7032,4190,74,9726
California,Male,85 years and over,5924,46554,6180,3238,75,8941
California,Female,All Ages,19834,164510,19811,11113,406,28931
California,Female,Under 1 year,,779,,0,,
California,Female,0-17 years,,1315,28,0,,41
California,Female,1-4 years,,135,,0,,
California,Female,5-14 years,,240,15,0,,18
California,Female,15-24 years,39,995,37,14,,68
California,Female,18-29 years,81,1763,89,38,12,144
California,Female,25-34 years,156,2187,144,71,19,248
California,Female,30-49 years,852,7700,814,465,49,1249
California,Female,35-44 years,383,3559,378,216,22,566
California,Female,45-54 years,889,7334,892,529,35,1287
California,Female,50-64 years,2730,20930,2804,1695,81,3920
California,Female,55-64 years,2199,16479,2258,1368,63,3152
California,Female,65-74 years,3670,27029,3862,2298,74,5306
California,Female,75-84 years,5126,38598,5165,3005,94,7377
California,Female,85 years and over,7369,67175,7049,3612,89,10894
California,Unknown,All Ages,0,,0,0,0,0
California,Unknown,Under 1 year,0,,0,0,0,0
California,Unknown,0-17 years,0,,0,0,0,0
California,Unknown,1-4 years,0,0,0,0,0,0
California,Unknown,5-14 years,0,0,0,0,0,0
California,Unknown,15-24 years,0,0,0,0,0,0
California,Unknown,18-29 years,0,0,0,0,0,0
California,Unknown,25-34 years,0,,0,0,0,0
California,Unknown,30-49 years,0,,0,0,0,0
California,Unknown,35-44 years,0,0,0,0,0,0
California,Unknown,45-54 years,0,0,0,0,0,0
California,Unknown,50-64 years,0,0,0,0,0,0
California,Unknown,55-64 years,0,0,0,0,0,0
California,Unknown,65-74 years,0,0,0,0,0,0
California,Unknown,75-84 years,0,0,0,0,0,0
California,Unknown,85 years and over,0,,0,0,0,0
Colorado,All Sexes,All Ages,5672,51516,4980,2793,141,7995
Colorado,Male,All Ages,3124,27489,2867,1693,70,4366
Colorado,Male,Under 1 year,,173,0,0,,
Colorado,Male,0-17 years,,381,,,,
Colorado,Male,1-4 years,0,32,,0,,
Colorado,Male,5-14 years,,69,0,0,0,
Colorado,Male,15-24 years,,583,,,,14
Colorado,Male,18-29 years,17,983,14,,,30
Colorado,Male,25-34 years,17,1081,27,,,39
Colorado,Male,30-49 years,123,2708,141,63,,209
Colorado,Male,35-44 years,45,1330,66,26,,90
Colorado,Male,45-54 years,172,1932,157,93,10,246
Colorado,Male,50-64 years,458,5116,465,248,23,698
Colorado,Male,55-64 years,358,3988,364,189,16,549
Colorado,Male,65-74 years,711,5853,725,428,14,1022
Colorado,Male,75-84 years,931,6345,829,523,,1241
Colorado,Male,85 years and over,879,6103,690,425,15,1157
Colorado,Female,All Ages,2548,24026,2113,1100,71,3629
Colorado,Female,Under 1 year,0,166,,0,0,
Colorado,Female,0-17 years,,259,,,,
Colorado,Female,1-4 years,0,13,0,0,0,0
Colorado,Female,5-14 years,0,34,,0,,
Colorado,Female,15-24 years,,214,,,0,
Colorado,Female,18-29 years,,339,,,0,15
Colorado,Female,25-34 years,11,430,20,,,30
Colorado,Female,30-49 years,55,1368,86,25,,123
Colorado,Female,35-44 years,26,653,39,12,,57
Colorado,Female,45-54 years,67,1115,86,34,,127
Colorado,Female,50-64 years,210,3059,269,121,21,379
Colorado,Female,55-64 years,166,2400,215,99,15,297
Colorado,Female,65-74 years,405,4035,390,210,13,596
Colorado,Female,75-84 years,695,5624,591,316,,978
Colorado,Female,85 years and over,1174,9342,763,426,20,1531
Colorado,Unknown,All Ages,0,,0,0,0,0
Colorado,Unknown,Under 1 year,0,,0,0,0,0
Colorado,Unknown,0-17 years,0,,0,0,0,0
Colorado,Unknown,1-4 years,0,0,0,0,0,0
Colorado,Unknown,5-14 years,0,0,0,0,0,0
Colorado,Unknown,15-24 years,0,0,0,0,0,0
Colorado,Unknown,18-29 years,0,0,0,0,0,0
Colorado,Unknown,25-34 years,0,0,0,0,0,0
Colorado,Unknown,30-49 years,0,0,0,0,0,0
Colorado,Unknown,35-44 years,0,0,0,0,0,0
Colorado,Unknown,45-54 years,0,0,0,0,0,0
Colorado,Unknown,50-64 years,0,0,0,0,0,0
Colorado,Unknown,55-64 years,0,0,0,0,0,0
Colorado,Unknown,65-74 years,0,0,0,0,0,0
Colorado,Unknown,75-84 years,0,0,0,0,0,0
Colorado,Unknown,85 years and over,0,0,0,0,0,0
Connecticut,All Sexes,All Ages,6624,38506,3334,1743,92,8304
Connecticut,Male,All Ages,3208,19203,1743,933,46,4061
Connecticut,Male,Under 1 year,0,88,0,0,0,0
Connecticut,Male,0-17 years,0,144,,0,,
Connecticut,Male,1-4 years,0,11,0,0,,
Connecticut,Male,5-14 years,0,19,,0,0,
Connecticut,Male,15-24 years,,197,,,0,
Connecticut,Male,18-29 years,,400,,,,
Connecticut,Male,25-34 years,12,528,,,,20
Connecticut,Male,30-49 years,85,1409,42,13,0,114
Connecticut,Male,35-44 years,31,650,19,,0,44
Connecticut,Male,45-54 years,123,1221,59,31,,153
Connecticut,Male,50-64 years,436,3429,225,126,,544
Connecticut,Male,55-64 years,359,2668,184,102,,448
Connecticut,Male,65-74 years,679,3661,388,220,14,858
Connecticut,Male,75-84 years,900,4610,462,258,11,1115
Connecticut,Male,85 years and over,1102,5550,621,314,10,1419
Connecticut,Female,All Ages,3412,19289,1590,809,46,4239
Connecticut,Female,Under 1 year,,52,0,0,0,
Connecticut,Female,0-17 years,,88,,0,0,
Connecticut,Female,1-4 years,0,10,,0,0,
Connecticut,Female,5-14 years,0,13,,0,0,
Connecticut,Female,15-24 years,,69,,0,0,
Connecticut,Female,18-29 years,,124,,0,,
Connecticut,Female,25-34 years,,177,,,,12
Connecticut,Female,30-49 years,43,685,24,,,63
Connecticut,Female,35-44 years,14,323,10,0,0,24
Connecticut,Female,45-54 years,49,634,34,15,,73
Connecticut,Female,50-64 years,220,1961,140,61,10,309
Connecticut,Female,55-64 years,193,1580,117,51,,266
Connecticut,Female,65-74 years,457,2725,279,140,,600
Connecticut,Female,75-84 years,844,4439,410,231,15,1038
Connecticut,Female,85 years and over,1845,9267,732,371,13,2219
Connecticut,Unknown,All Ages,,14,,,0,
Connecticut,Unknown,Under 1 year,0,0,0,0,0,0
Connecticut,Unknown,0-17 years,0,0,0,0,0,0
Connecticut,Unknown,1-4 years,0,0,0,0,0,0
Connecticut,Unknown,5-14 years,0,0,0,0,0,0
Connecticut,Unknown,15-24 years,0,0,0,0,0,0
Connecticut,Unknown,18-29 years,0,0,0,0,0,0
Connecticut,Unknown,25-34 years,0,0,0,0,0,0
Connecticut,Unknown,30-49 years,0,,0,0,0,0
Connecticut,Unknown,35-44 years,0,0,0,0,0,0
Connecticut,Unknown,45-54 years,0,,0,0,0,0
Connecticut,Unknown,50-64 years,,,,,0,
Connecticut,Unknown,55-64 years,,,,,0,
Connecticut,Unknown,65-74 years,,,0,0,0,
Connecticut,Unknown,75-84 years,,,0,0,0,
Connecticut,Unknown,85 years and over,0,,0,0,0,0
Delaware,All Sexes,All Ages,1186,11699,941,505,22,1643
Delaware,Male,All Ages,596,6011,478,274,,807
Delaware,Male,Under 1 year,0,32,0,0,0,0
Delaware,Male,0-17 years,,62,,0,0,
Delaware,Male,1-4 years,,,,0,0,
Delaware,Male,5-14 years,0,,0,0,0,0
Delaware,Male,15-24 years,,89,,0,0,
Delaware,Male,18-29 years,,144,,0,,
Delaware,Male,25-34 years,,187,,,,
Delaware,Male,30-49 years,14,463,12,,0,20
Delaware,Male,35-44 years,,199,,,0,
Delaware,Male,45-54 years,22,382,23,13,0,32
Delaware,Male,50-64 years,86,1059,77,46,0,117
Delaware,Male,55-64 years,72,825,61,36,0,97
Delaware,Male,65-74 years,140,1332,131,73,,199
Delaware,Male,75-84 years,187,1555,149,86,,253
Delaware,Male,85 years and over,164,1396,106,63,,208
Delaware,Female,All Ages,590,5688,463,231,14,836
Delaware,Female,Under 1 year,0,28,,0,0,
Delaware,Female,0-17 years,0,48,,0,0,
Delaware,Female,1-4 years,0,,0,0,0,0
Delaware,Female,5-14 years,0,10,,0,0,
Delaware,Female,15-24 years,,32,,,0,
Delaware,Female,18-29 years,,45,,,0,
Delaware,Female,25-34 years,,48,,,0,
Delaware,Female,30-49 years,15,217,11,,,21
Delaware,Female,35-44 years,,116,,,,
Delaware,Female,45-54 years,24,203,18,,,34
Delaware,Female,50-64 years,67,689,65,33,,101
Delaware,Female,55-64 years,50,558,49,26,,75
Delaware,Female,65-74 years,87,1045,101,42,,150
Delaware,Female,75-84 years,152,1447,135,69,,219
Delaware,Female,85 years and over,267,2197,148,79,,341
Delaware,Unknown,All Ages,0,0,0,0,0,0
Delaware,Unknown,Under 1 year,0,0,0,0,0,0
Delaware,Unknown,0-17 years,0,0,0,0,0,0
Delaware,Unknown,1-4 years,0,0,0,0,0,0
Delaware,Unknown,5-14 years,0,0,0,0,0,0
Delaware,Unknown,15-24 years,0,0,0,0,0,0
Delaware,Unknown,18-29 years,0,0,0,0,0,0
Delaware,Unknown,25-34 years,0,0,0,0,0,0
Delaware,Unknown,30-49 years,0,0,0,0,0,0
Delaware,Unknown,35-44 years,0,0,0,0,0,0
Delaware,Unknown,45-54 years,0,0,0,0,0,0
Delaware,Unknown,50-64 years,0,0,0,0,0,0
Delaware,Unknown,55-64 years,0,0,0,0,0,0
Delaware,Unknown,65-74 years,0,0,0,0,0,0
Delaware,Unknown,75-84 years,0,0,0,0,0,0
Delaware,Unknown,85 years and over,0,0,0,0,0,0
District of Columbia,All Sexes,All Ages,1135,7989,1446,1022,12,1571
District of Columbia,Male,All Ages,664,4404,822,599,,894
District of Columbia,Male,Under 1 year,,64,,0,0,
District of Columbia,Male,0-17 years,,109,,0,0,
District of Columbia,Male,1-4 years,0,14,0,0,0,0
District of Columbia,Male,5-14 years,0,14,,0,0,
District of Columbia,Male,15-24 years,0,108,,0,0,
District of Columbia,Male,18-29 years,,172,,,0,
District of Columbia,Male,25-34 years,,196,13,,0,14
District of Columbia,Male,30-49 years,60,530,68,52,,78
District of Columbia,Male,35-44 years,30,266,30,25,,36
District of Columbia,Male,45-54 years,70,399,81,67,,85
District of Columbia,Male,50-64 years,178,1162,222,161,,240
District of Columbia,Male,55-64 years,134,912,172,118,,189
District of Columbia,Male,65-74 years,186,1061,238,173,,253
District of Columbia,Male,75-84 years,139,774,175,126,0,188
District of Columbia,Male,85 years and over,96,596,107,83,,122
District of Columbia,Female,All Ages,471,3585,624,423,,677
District of Columbia,Female,Under 1 year,0,46,0,0,,
District of Columbia,Female,0-17 years,0,75,,0,,
District of Columbia,Female,1-4 years,0,15,,0,,
District of Columbia,Female,5-14 years,0,14,0,0,,
District of Columbia,Female,15-24 years,,22,,,0,
District of Columbia,Female,18-29 years,,53,,,0,
District of Columbia,Female,25-34 years,,70,,,0,
District of Columbia,Female,30-49 years,19,241,30,19,0,30
District of Columbia,Female,35-44 years,,110,10,,0,10
